SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 60.2,3,6,2
 60.1,0,5,1
 65.1,4,2,2
 59.7,4,1,2
 68.0,6,2,2
 57.9,0,2,0
 58.7,2,3,0
 56.3,3,10,2
 64.9,5,10,2
 57.7,3,2,0
 59.3,0,3,1
 58.8,1,1,0
 56.2,0,2,0
 57.1,0,3,0
 56.7,0,2,0
 63.2,1,2,1
 65.1,4,6,1
 58.1,0,4,0
 64.5,4,6,2
 58.4,0,4,0
 61.1,3,7,1
 58.5,0,2,0
 67.3,4,9,2
 61.1,1,4,1
 63.9,1,3,1
 62.3,3,2,1
 59.5,7,1,2
 56.8,0,2,0
 62.8,2,8,1
 61.6,3,6,1
 64.6,1,7,1
 57.8,0,1,0
 57.2,3,1,2
 56.8,3,3,1
 66.2,4,2,2
 59.9,3,1,0
 61.7,4,3,1
 59.1,3,3,1
 61.7,2,4,1
 55.6,0,4,0
 61.4,1,4,1
 65.2,4,6,2
 61.9,3,4,1
 55.7,2,3,0
 65.3,4,10,2
 61.8,4,9,2
 60.6,4,10,2
 57.9,0,1,0
 57.3,0,2,0
 59.7,4,7,1
 58.2,0,4,0
 58.1,1,1,0
 66.9,6,2,2
 58.3,0,2,0
 59.6,1,2,1
 59.0,1,2,0
 61.1,1,4,1
 65.0,2,4,1
 60.0,4,10,2
 59.3,0,3,0
 58.3,0,2,0
 61.5,4,5,1
 67.5,4,9,2
 61.8,3,5,1
 59.8,2,7,1
 63.6,5,9,2
 63.2,3,8,1
 58.9,0,3,0
 65.9,3,9,2
 61.2,5,5,2
 57.8,0,2,0
 63.8,5,6,2
 55.8,0,2,0
 66.6,5,10,2
 60.1,4,5,1
 56.8,0,3,0
 66.8,3,2,2
 57.9,2,3,0
 61.7,2,2,1
 60.0,3,4,0
 63.8,5,5,2
 61.8,3,7,1
 59.0,0,2,0
 61.1,1,8,1
 63.5,2,2,1
 61.2,2,3,1
 57.0,0,4,0
 58.0,0,2,0
 61.2,1,8,1
 59.3,3,9,2
 66.6,5,2,2
 59.0,2,3,0
 63.9,1,4,1
 63.6,5,2,2
 61.5,0,5,1
 62.4,1,4,1
 60.7,4,2,2
 59.2,0,1,0
 64.7,0,8,1
 60.4,0,4,0
 62.6,3,5,1
 60.6,5,5,2
 61.0,1,5,1
 59.2,1,4,0
 56.5,0,3,0
 60.9,0,4,0
 56.9,0,2,0
 67.4,5,10,2
 60.2,1,6,1
 64.3,6,9,2
 61.7,4,7,1
 66.1,2,7,1
 62.2,4,2,1
 60.7,2,5,2
 61.9,1,5,1
