SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 57.5,2,4,0
 63.1,2,4,1
 60.6,0,1,1
 64.7,1,3,1
 56.4,0,3,0
 66.3,6,5,2
 63.1,3,5,1
 58.8,4,1,2
 60.4,0,2,0
 63.5,4,7,1
 63.5,1,3,1
 57.1,2,2,2
 61.2,3,3,1
 58.1,2,3,1
 59.2,1,4,0
 63.6,6,2,2
 61.5,5,5,2
 64.0,2,2,1
 62.1,5,10,2
 65.0,3,2,1
 58.9,0,2,0
 59.8,2,7,1
 61.2,4,7,1
 61.7,4,2,2
 62.4,0,7,1
 59.4,1,2,1
 61.8,3,2,2
 64.7,1,1,1
 64.0,3,5,2
 57.3,3,5,0
 57.9,0,3,0
 64.3,6,5,2
 57.8,1,4,1
 57.6,0,5,0
 57.9,0,3,0
 63.1,3,9,2
 59.9,1,6,1
 58.0,0,5,1
 57.3,0,3,0
 58.8,1,6,1
 58.9,1,2,0
 60.1,2,2,2
 63.1,3,9,2
 62.9,3,6,1
 64.5,1,2,1
 63.2,2,2,1
 62.2,4,6,2
 62.7,4,4,1
 63.3,0,3,1
 59.7,2,4,0
 64.1,3,5,1
 63.3,3,6,1
 54.1,1,5,0
 56.5,5,1,2
 62.8,4,6,2
 59.6,1,7,1
 59.2,0,5,0
 64.4,5,10,2
 65.7,4,9,2
 57.8,1,1,0
 62.7,6,10,2
 60.1,0,1,1
 59.6,0,4,0
 60.9,5,2,2
 61.9,3,6,2
 59.3,0,2,0
 62.6,2,5,1
 57.0,0,3,0
 61.9,4,7,1
 64.0,4,1,2
 62.6,1,3,1
 60.2,0,3,0
 58.4,1,3,0
 66.9,4,2,2
 64.2,1,7,1
 59.1,0,1,0
 62.2,3,7,1
 57.7,0,4,0
 56.0,0,4,0
 64.8,2,6,1
 64.4,4,2,2
 57.3,0,5,0
 59.5,4,1,2
 66.2,5,9,2
 56.5,0,4,0
 59.8,5,10,2
 64.9,1,4,1
 59.6,0,4,0
 62.9,1,1,1
 58.8,0,4,0
 67.3,4,10,2
 68.3,4,5,2
 56.5,0,1,0
 60.6,3,1,2
 61.9,1,4,1
 62.6,5,6,2
 58.5,3,2,2
 59.5,4,5,2
 62.3,2,2,2
 61.8,4,9,2
 58.2,0,2,0
 63.3,6,1,2
 64.4,4,6,2
 59.2,0,1,0
 61.0,0,1,1
 60.8,4,2,1
 57.6,2,2,0
 65.9,5,6,2
 60.0,2,5,1
 61.0,2,5,1
 59.4,2,1,0
 57.5,6,10,2
 60.3,2,5,0
 63.9,4,5,2
 62.0,2,6,1
 64.5,5,1,2
 58.1,0,2,0
 62.1,2,3,1
 57.0,0,2,0
 59.5,1,4,0
 62.4,4,2,2
 64.1,1,7,1
 62.3,5,10,2
 57.3,0,4,0
 59.8,1,1,0
 62.8,1,7,1
 58.1,0,3,0
 65.6,0,6,1
 60.2,2,3,0
 58.1,0,3,0
 63.1,3,5,2
 59.0,2,2,0
 65.8,2,2,1
 58.4,3,3,0
 61.6,0,5,1
 56.6,0,2,0
 63.1,0,3,1
 61.2,2,5,1
 60.2,0,1,0
 58.5,3,4,0
 58.8,0,3,0
 58.6,2,5,0
