SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 60.1,1,3,1
 63.8,4,1,2
 64.5,2,4,1
 56.5,2,7,1
 66.3,2,2,1
 63.3,3,4,1
 62.2,4,6,2
 58.0,0,4,0
 61.1,0,6,1
 58.7,2,1,0
 55.4,0,3,0
 55.7,1,3,0
 59.9,2,2,2
 57.9,1,3,0
 61.3,4,7,1
 57.5,0,4,0
 62.0,4,5,1
 62.3,5,6,2
 63.2,2,1,1
 57.6,0,3,0
 58.8,0,2,0
 65.0,4,10,2
 59.0,2,4,0
 61.1,3,6,2
 58.4,0,1,0
 60.8,2,2,1
 56.8,0,5,0
 65.1,0,6,1
 62.0,4,5,2
 62.5,3,4,1
 58.4,5,9,2
 60.7,4,7,1
 65.7,4,10,2
 61.1,2,2,1
 61.1,1,6,1
 60.7,2,3,1
 63.6,4,8,1
 64.4,4,9,2
 62.6,1,1,1
 63.1,0,6,1
 54.9,0,3,0
 57.0,0,3,0
 64.8,4,10,2
 59.4,0,2,1
 63.4,3,2,1
 60.3,4,2,1
 66.2,5,2,2
 64.2,4,2,2
 63.0,6,1,2
 58.7,4,2,1
 61.4,0,4,1
 60.2,0,3,0
 55.9,1,5,0
 56.9,0,1,0
 63.1,2,3,1
 63.1,6,2,2
 61.7,5,1,2
 57.8,3,2,2
 57.1,0,4,0
 61.6,0,3,0
 55.8,1,5,0
 57.5,1,2,0
 58.7,0,1,0
 60.5,2,4,1
 61.4,3,6,2
 61.4,5,6,2
 60.5,2,8,1
 61.9,4,9,2
 62.8,4,1,2
 55.2,0,3,0
 61.9,4,5,2
 62.9,4,10,2
 56.6,2,4,0
 63.3,2,1,1
 62.4,3,6,1
 64.0,6,9,2
 64.4,4,4,1
 56.0,2,4,0
 59.8,2,9,2
 60.5,3,3,1
 61.2,5,6,2
 55.9,1,2,0
 63.9,4,2,1
 58.8,0,5,0
 60.8,3,4,1
 56.8,0,3,0
 60.4,2,2,1
 59.5,4,5,1
 61.2,3,1,2
 63.7,4,5,2
 64.0,7,6,2
 64.2,4,2,2
 57.6,0,2,0
 59.2,2,2,0
 55.8,0,4,0
 54.5,1,1,0
 55.5,0,4,0
 59.1,7,5,2
 62.7,1,7,1
 62.8,4,1,2
 57.8,0,4,0
 57.1,0,2,0
 63.2,5,9,2
 62.6,2,6,1
 58.9,0,4,0
 60.7,2,5,1
 69.5,6,10,2
 60.0,3,2,2
 62.5,2,10,2
 57.5,1,4,0
 58.8,3,6,2
 63.7,4,10,2
 56.7,2,4,0
 61.4,2,3,1
 68.3,2,7,1
