SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 62.5,6,9,2
 61.1,3,5,1
 66.5,3,2,2
 60.4,5,5,2
 61.8,4,9,2
 62.8,4,6,2
 63.1,4,5,1
 65.8,5,2,2
 63.6,5,9,2
 61.2,3,2,2
 59.5,0,1,0
 55.0,2,4,0
 62.5,3,4,1
 59.8,1,4,0
 59.6,4,6,2
 57.8,0,4,0
 57.4,0,2,0
 62.6,1,4,1
 62.4,4,1,2
 62.2,4,2,2
 62.0,2,3,1
 65.4,4,9,2
 61.3,5,1,2
 60.8,3,7,1
 68.9,3,2,2
 56.5,0,2,0
 58.4,0,4,0
 59.7,0,3,0
 58.4,4,10,2
 61.3,2,5,0
 55.4,0,5,0
 62.0,2,5,1
 60.5,5,6,2
 61.1,2,2,1
 57.2,0,3,0
 57.8,1,3,0
 61.0,1,8,1
 62.4,0,5,1
 62.0,2,3,1
 61.1,4,6,2
 53.8,1,1,0
 66.4,5,1,2
 56.7,0,4,0
 64.0,3,2,1
 63.9,4,5,2
 65.0,5,2,2
 54.8,0,2,0
 58.8,1,3,0
 61.5,3,6,1
 63.8,2,7,1
 61.4,4,7,1
 59.0,3,1,0
 64.7,4,2,2
 60.3,5,9,2
 59.9,3,2,1
 63.5,5,1,2
 64.6,2,9,2
 62.1,1,1,1
 57.2,0,5,0
 56.7,0,2,0
 58.5,1,5,0
 65.8,3,4,1
 62.2,6,5,2
 56.8,0,2,0
 59.1,0,2,0
 58.0,1,5,0
 63.7,5,2,2
 62.8,3,5,2
 60.2,1,5,0
 61.0,3,3,1
 57.4,0,1,0
 61.0,1,6,1
 64.5,2,7,1
 62.6,2,5,1
 60.1,3,5,2
 65.3,7,6,2
 60.8,4,4,1
 59.8,0,4,0
 61.1,0,7,1
 58.8,2,5,1
 65.8,1,6,1
 62.9,3,10,2
 57.2,3,2,0
 59.2,0,3,0
 57.2,1,3,0
 55.4,3,3,0
 61.5,3,6,1
 64.3,5,9,2
 58.6,2,5,1
 54.4,1,3,0
 57.4,0,1,0
 59.8,3,4,1
 61.8,4,2,1
 62.5,1,3,1
 56.4,2,4,0
 58.0,2,3,0
 60.9,1,6,1
 59.3,1,2,1
 55.5,0,3,0
 65.8,1,8,1
 61.3,4,9,2
 66.8,5,2,2
 59.6,1,4,0
 63.8,4,6,2
 62.0,5,9,2
 63.1,4,1,2
 57.5,0,5,0
 61.1,4,1,2
 63.2,0,2,1
 62.5,4,5,2
 61.6,4,1,2
 59.6,1,2,0
 58.1,0,1,0
 54.6,2,5,0
 56.6,0,2,0
 63.4,7,2,2
 58.1,0,4,0
 65.3,4,7,1
 58.8,0,2,0
 56.4,1,2,0
 62.4,4,9,2
 61.1,4,5,1
 62.0,2,5,1
 61.3,0,8,1
 64.8,2,4,1
 59.1,0,4,0
 67.1,0,7,1
 62.2,4,10,2
 57.8,1,5,0
 64.7,5,6,2
 64.6,0,3,1
 59.0,0,3,0
 65.1,2,5,1
 62.8,4,7,1
 59.5,5,5,2
 64.2,5,1,2
 58.7,1,2,1
 62.9,5,2,2
 56.7,0,2,0
 61.4,0,7,1
 58.5,1,4,0
 58.3,0,5,0
 64.0,3,2,2
 63.3,5,10,2
 62.3,4,5,2
 59.4,2,3,1
 62.0,5,1,2
 62.0,4,5,1
 61.0,2,6,2
 62.9,3,3,1
 57.8,0,4,0
 63.1,1,2,1
 56.7,1,3,0
 62.1,3,6,2
 64.0,4,1,2
 61.6,3,4,1
 55.7,0,4,0
 61.7,4,5,1
 60.5,3,6,1
 64.0,4,2,1
 64.6,6,9,2
 61.3,3,3,1
 61.7,2,3,1
 60.4,0,3,0
 59.3,3,9,2
 63.5,4,9,2
 62.6,3,3,1
 60.7,2,2,0
 63.8,5,9,2
 63.0,2,6,1
 63.1,1,1,1
 64.2,4,7,1
 63.3,3,5,2
 59.3,0,2,0
 61.7,0,4,0
 62.3,5,9,2
 65.0,4,5,1
 58.3,1,4,0
 57.4,0,2,0
 61.7,2,2,1
 61.8,2,5,1
 59.4,1,2,0
 62.9,4,5,2
 57.8,0,4,0
 62.7,4,2,2
 61.3,4,2,1
 61.0,5,1,2
 64.5,0,4,1
 67.8,4,1,2
 62.4,1,7,1
 63.2,4,8,1
 64.0,4,5,1
 66.0,4,9,2
 65.0,5,9,2
 57.9,0,4,0
 63.2,5,10,2
 60.7,2,1,1
 65.6,4,5,2
 57.1,0,1,0
 62.6,4,6,2
 63.0,0,3,1
 62.0,6,6,2
 63.3,3,10,2
 67.5,4,5,2
 59.5,0,5,0
 60.2,3,3,1
 62.5,2,6,1
 64.5,2,5,1
 58.9,3,3,1
 63.2,1,1,1
 58.4,0,1,0
 61.2,0,3,0
 64.3,3,9,2
 60.9,4,9,2
 58.4,4,1,1
 67.2,4,5,2
 56.3,0,4,0
 56.9,0,1,0
 63.2,6,1,2
 61.9,2,6,1
 58.7,2,6,1
 61.3,4,3,1
