SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 65.6,2,10,2
 58.0,0,4,0
 62.8,3,3,1
 63.6,3,8,1
 66.7,7,6,2
 58.6,1,3,0
 63.9,2,5,1
 61.9,0,4,1
 62.2,3,1,2
 60.8,4,9,2
 62.6,5,5,2
 58.1,0,2,0
 64.7,0,2,1
 59.0,1,2,0
 63.9,4,6,2
 57.0,1,3,0
 58.4,2,3,0
 62.3,1,5,1
 64.2,5,5,2
 62.5,1,5,1
 62.0,0,6,1
 62.2,4,6,1
 56.0,3,2,0
 59.3,0,3,0
 61.3,2,3,1
 55.1,0,3,0
 57.3,0,3,0
 61.6,2,2,1
 65.8,0,5,1
 62.4,2,1,1
 60.9,3,7,1
 65.6,5,5,2
 60.5,2,10,2
 61.3,4,9,2
 58.4,0,5,0
 57.3,0,2,0
 62.5,3,1,2
 57.6,3,4,0
 62.2,1,4,1
 60.8,5,1,2
 57.4,1,3,0
 63.9,2,6,1
 62.8,5,2,2
 61.1,4,9,2
 63.2,3,9,2
 67.1,3,5,1
 57.7,1,2,0
 64.7,1,4,1
 64.5,0,6,1
 64.4,2,5,1
 59.5,2,7,1
 63.3,5,6,2
 63.8,3,7,1
 59.1,0,2,0
 60.1,4,2,2
 62.8,2,6,1
 67.7,4,5,2
 59.1,0,2,0
 55.0,2,6,1
 57.5,1,2,0
 58.7,3,4,0
 63.5,4,9,2
 60.6,3,8,1
 62.0,4,5,1
 62.6,1,4,1
 58.2,0,3,0
 63.4,4,2,2
 62.6,1,6,1
 60.3,1,2,0
 58.0,0,4,0
 62.8,2,5,1
 61.1,3,3,1
 56.6,1,5,0
 54.5,1,3,0
 60.1,6,2,2
 62.2,4,10,2
 58.5,4,6,1
 64.0,4,1,2
 62.4,6,5,2
 65.1,2,2,1
 56.8,0,3,0
 61.3,1,4,1
 69.2,4,5,2
 59.6,2,4,1
 60.8,2,6,1
 62.0,1,8,1
 63.3,4,9,2
 64.7,4,5,1
 68.4,4,9,2
 62.5,2,8,1
 60.6,4,4,1
 63.3,3,10,2
 56.1,0,5,0
 62.4,5,1,2
 60.2,1,3,0
 58.7,3,6,1
 62.1,4,2,1
 65.9,4,1,2
 64.8,5,2,2
 58.5,0,4,0
 66.0,3,5,2
 60.5,0,4,0
 60.5,0,5,0
 61.5,5,6,2
 61.1,0,2,0
 66.0,4,7,1
 63.4,4,6,2
 58.6,2,7,1
 61.4,1,5,1
 58.6,5,2,2
 57.2,0,2,0
 57.5,0,3,0
 61.3,2,1,1
 60.2,0,4,0
 60.5,1,7,1
 67.8,4,5,2
 59.2,3,3,1
 63.5,3,1,2
 62.3,3,10,2
 55.7,0,2,0
 63.6,5,1,2
 57.6,1,4,0
 60.4,3,9,2
 66.4,3,5,2
 65.9,2,5,2
 65.4,3,2,2
 63.2,5,2,2
 60.0,0,3,0
 61.9,1,7,1
 58.7,0,3,0
 64.8,5,2,2
 65.8,3,10,2
 60.5,0,4,0
 61.6,6,9,2
 57.5,3,1,0
 59.5,0,5,0
 62.5,3,4,1
 63.7,0,5,1
 66.2,5,1,2
 57.4,0,3,0
