SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 55.0,3,6,2
 56.4,6,1,2
 56.1,3,6,1
 58.5,5,1,2
 55.7,3,5,1
 52.4,0,3,0
 54.7,1,5,1
 53.4,4,2,1
 59.4,4,6,2
 52.9,0,4,0
 54.9,3,1,2
 56.3,5,5,2
 55.3,0,7,1
 50.9,0,1,0
 51.2,2,5,1
 60.0,3,4,1
 57.0,2,6,2
 56.9,1,7,1
 57.3,4,1,2
 60.1,4,5,2
 55.1,2,7,1
 54.7,0,1,0
 52.0,0,4,0
 56.6,0,7,1
 61.8,4,5,2
 55.2,5,9,2
 53.3,0,4,0
 52.5,0,2,0
 52.0,0,1,0
 54.6,0,3,0
 54.3,2,3,1
 56.6,3,2,2
 53.5,0,3,0
 54.8,6,1,2
 54.5,2,5,1
 54.9,3,6,1
 61.5,4,6,2
 52.1,0,1,0
 57.7,3,10,2
 53.8,0,3,0
 52.4,0,1,0
 55.0,0,5,0
 57.8,0,7,1
 55.3,2,4,1
 62.3,4,2,2
 60.6,7,5,2
 54.9,2,3,0
 53.3,0,4,0
 53.3,0,3,0
 57.2,5,10,2
 54.7,2,4,1
 54.2,0,5,1
 54.4,0,2,0
 52.4,0,2,0
 58.6,2,2,1
 58.4,4,5,2
 56.0,0,4,0
 54.5,2,2,1
 59.8,5,9,2
 52.8,1,2,0
 54.1,0,1,1
 61.4,4,5,2
 58.6,4,6,2
 52.4,1,4,0
 52.5,0,4,0
 58.9,3,2,2
 56.5,4,9,2
 61.1,2,10,2
 52.0,0,4,0
 57.8,5,1,2
 53.5,0,3,0
 57.8,4,10,2
 51.6,2,1,1
 59.2,4,1,2
 53.0,3,4,1
 52.0,0,3,0
 55.5,1,1,1
 50.7,3,3,1
 58.4,2,7,1
 61.3,4,5,2
 61.3,3,6,1
 60.9,5,10,2
 51.6,0,4,0
 58.8,2,10,2
 56.6,1,8,1
 51.6,1,5,1
 55.5,4,3,1
 54.2,4,7,1
 57.0,2,4,1
 57.1,3,1,2
 51.3,0,2,0
 53.9,0,4,0
 57.2,4,6,2
 59.5,5,6,2
 55.1,5,1,2
 53.5,4,5,1
 58.9,4,9,2
 55.7,4,1,2
 54.7,4,5,2
 55.1,1,5,0
 55.2,4,10,2
 55.6,0,4,0
 53.2,0,2,0
 54.9,3,2,1
 54.6,2,7,1
 52.4,0,4,0
 54.7,2,2,1
 54.6,3,5,1
 54.1,1,4,1
 57.3,0,3,1
 62.5,4,5,2
 53.7,0,4,0
 51.0,2,3,0
 49.3,0,3,0
 55.1,2,4,1
 57.6,5,1,2
 55.0,1,4,1
 57.1,4,2,2
 52.1,0,3,0
 58.7,2,3,1
 52.4,2,1,1
 52.5,1,3,1
 53.8,1,4,0
 58.7,5,1,2
 54.2,3,3,1
 56.6,3,7,1
 61.1,4,1,2
 57.8,4,1,2
 55.4,1,4,1
 57.3,5,10,2
 55.9,1,4,1
 55.2,3,2,2
 56.0,1,4,1
 52.0,0,5,0
 60.3,3,10,2
 56.7,3,1,2
 54.0,2,2,1
 51.9,2,4,0
 57.3,6,5,2
 57.9,3,10,2
 59.6,4,1,2
 58.5,2,6,1
 53.9,0,4,0
 60.4,4,2,2
 50.4,1,3,0
 63.0,3,10,2
 52.1,0,3,0
 61.5,4,10,2
 54.9,1,1,0
 61.5,5,10,2
 57.3,3,6,1
 52.7,1,7,1
 59.2,4,5,2
 51.8,3,2,0
 53.0,0,4,0
 55.4,4,1,2
 55.2,3,5,2
 52.9,2,4,1
 60.1,5,2,2
 59.6,4,3,1
 53.1,0,4,0
 59.5,1,4,1
 52.2,1,5,0
 56.5,3,4,0
 55.7,0,4,1
 57.0,3,6,1
 55.7,5,10,2
 53.4,0,3,0
 53.4,1,2,0
 52.9,1,3,0
 55.0,3,3,1
 56.7,3,3,1
 53.9,0,3,0
 57.9,3,6,2
 53.8,1,1,0
 54.0,3,6,2
 56.0,4,1,2
 55.5,3,5,1
 54.9,2,5,1
 50.9,0,4,0
 60.8,4,2,2
 61.0,4,9,2
 56.1,4,5,1
 50.4,0,4,0
 53.2,0,1,0
 56.7,3,3,1
 53.2,0,3,0
 52.6,0,5,0
 55.2,3,6,1
 54.3,0,2,1
 58.9,5,1,2
 54.1,0,3,0
 61.3,4,1,2
 60.3,4,1,2
 53.1,1,4,0
 51.0,1,3,0
 53.6,2,1,0
 57.8,5,1,2
 56.9,4,1,2
 54.6,2,4,0
 53.7,0,5,0
 57.2,3,10,2
 56.7,5,5,2
 62.0,4,5,2
 53.0,2,5,1
 58.3,4,2,2
 59.6,3,7,1
