SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 64.9,6,2,2
 58.4,0,2,0
 64.1,3,5,2
 64.8,4,5,2
 60.4,6,10,2
 57.2,1,2,0
 65.3,4,1,1
 59.1,6,6,2
 67.0,4,6,2
 56.2,0,3,0
 58.0,1,1,0
 57.1,1,3,1
 64.3,2,6,1
 63.5,1,7,1
 60.6,4,5,2
 61.6,3,6,2
 65.1,4,1,2
 63.0,5,10,2
 60.4,3,7,1
 62.1,4,3,1
 57.7,0,4,0
 65.5,5,5,2
 57.2,0,3,0
 62.6,5,2,2
 59.0,0,4,0
 63.0,2,4,1
 60.4,4,2,2
 55.7,1,2,0
 60.2,1,8,1
 63.1,2,3,1
 60.8,0,2,0
 61.9,5,6,2
 57.0,2,4,0
 58.6,0,3,0
 58.2,7,9,2
 57.6,1,5,0
 60.6,1,4,0
 58.6,3,2,0
 61.4,4,5,1
 59.9,2,2,1
 56.0,0,3,0
 59.4,0,1,0
 58.7,3,2,0
 63.6,3,5,1
 61.4,6,9,2
 58.1,2,4,1
 59.5,2,5,0
 53.3,0,2,0
 56.2,2,3,0
 63.9,3,2,1
 57.6,2,4,0
 64.7,2,7,1
 60.8,1,5,1
 59.6,0,8,1
 59.7,5,6,2
 59.9,0,1,0
 64.3,5,2,2
 57.6,0,3,0
 60.8,3,6,1
 63.9,3,6,1
 61.4,5,2,2
 62.6,4,10,2
 63.0,5,9,2
 62.8,3,7,1
 62.7,2,8,1
 59.9,4,5,1
 61.5,8,6,2
 62.3,0,7,1
 64.7,1,6,1
 60.1,2,4,0
 64.2,4,10,2
 60.0,0,4,0
 59.3,3,3,0
 57.2,0,3,0
 66.4,4,5,1
 60.3,3,7,1
 58.9,3,5,0
 60.9,1,5,1
 59.4,1,5,1
 65.0,5,2,2
 62.0,4,6,2
 62.5,5,2,2
 57.6,0,5,0
 64.9,2,7,1
 61.5,2,2,1
 57.1,0,4,0
 62.0,3,6,1
 66.0,5,10,2
 58.4,3,3,1
 60.6,4,6,1
 59.0,3,6,1
 59.6,2,3,1
 63.1,3,5,2
 64.0,4,2,2
 61.5,0,3,1
 62.0,3,10,2
 67.6,3,3,1
 61.2,2,8,1
 65.6,4,3,1
 57.7,0,2,0
 60.1,5,9,2
 62.2,5,10,2
 61.8,6,6,2
 60.0,0,4,0
 63.2,6,5,2
 60.4,3,6,1
 61.9,2,8,1
 56.3,0,4,0
 59.9,3,9,2
 62.6,2,7,1
 59.5,5,10,2
 62.8,4,1,2
 64.6,3,5,1
 57.7,0,2,0
 63.6,5,6,2
 61.0,2,6,2
 62.4,4,6,2
 62.4,3,5,1
 60.4,4,5,2
 58.2,1,3,0
 58.4,1,6,1
 58.0,2,2,0
 64.0,0,7,1
 57.3,4,5,1
 58.6,5,5,2
 59.0,1,2,0
 61.6,3,6,1
 56.9,0,3,0
 59.2,0,1,0
 58.9,4,3,1
 59.4,2,10,2
 62.9,4,1,1
 58.5,0,4,0
 55.0,0,2,0
 57.7,0,4,0
 59.0,1,4,0
 65.7,3,5,1
 61.5,2,5,1
 59.8,1,2,0
 63.2,3,6,2
 62.0,4,1,2
 65.6,5,2,2
 58.6,0,3,0
 59.5,0,5,0
 57.2,0,4,0
 67.9,3,5,1
 61.4,5,6,2
 56.9,1,2,0
 61.6,4,10,2
 56.5,0,5,0
 67.4,5,10,2
 64.9,5,1,2
 61.3,0,5,1
 58.1,2,4,0
 59.4,2,1,0
 63.5,3,3,1
 60.9,4,4,1
 63.2,1,3,1
 60.9,0,5,0
 62.0,2,10,2
 59.0,2,4,0
 63.5,4,5,2
 56.4,0,1,0
 64.5,6,9,2
 60.8,3,5,1
 65.9,0,5,1
 65.1,5,2,2
 57.9,0,2,0
 64.2,3,5,2
 56.8,1,1,1
 58.5,1,2,0
 57.9,3,10,2
 64.1,0,2,1
 64.4,2,8,1
 64.2,2,6,1
 63.7,3,10,2
 59.7,3,3,1
 62.1,5,10,2
 64.4,3,2,1
 63.2,1,1,1
 65.9,4,2,2
 62.1,2,3,1
 56.6,0,2,0
 60.9,1,7,1
 57.8,1,3,0
 60.5,2,2,1
 56.9,3,10,2
 67.5,4,9,2
 60.3,1,4,1
 67.6,2,2,1
 64.9,2,5,1
 61.6,6,9,2
 57.5,0,4,0
 61.6,5,1,2
 64.8,1,3,1
 59.5,0,2,0
 58.6,2,3,0
 60.9,1,4,0
 59.5,1,5,0
 57.5,0,3,0
 57.3,0,2,0
 63.8,4,6,2
 61.0,4,1,2
 61.9,7,9,2
 63.6,3,10,2
 62.3,5,5,2
 65.7,3,7,1
 61.3,3,10,2
 60.4,5,1,2
 54.6,0,3,0
 59.8,0,5,0
 57.0,0,4,0
 59.4,2,3,0
 55.3,3,1,0
 63.0,3,6,2
 59.7,3,4,1
 62.9,0,4,1
 58.5,0,2,0
 62.6,4,1,1
 60.5,1,4,1
 63.3,3,2,1
 60.8,3,1,1
 63.4,2,6,1
 58.0,3,9,2
 56.5,0,3,0
 62.2,4,6,2
 58.2,5,2,2
 63.9,5,9,2
 57.0,7,9,2
 66.5,5,6,2
 63.2,3,6,2
 64.6,1,8,1
 61.0,4,10,2
 56.8,0,2,0
 68.9,6,9,2
 59.4,0,2,0
 57.3,0,4,0
 61.9,1,5,1
 60.5,3,5,2
 63.3,2,10,2
 64.5,2,3,1
 65.7,5,10,2
 60.9,4,2,1
 58.1,0,4,0
 65.4,3,1,1
 58.7,0,1,0
 65.0,5,9,2
 60.9,0,3,0
 64.0,4,5,1
 59.1,2,2,0
 64.2,4,9,2
 62.7,0,6,1
 62.7,0,4,1
 63.8,6,2,2
 66.9,3,6,2
 58.6,4,8,1
 65.1,3,1,1
 60.5,4,9,2
 56.8,2,5,0
 56.4,0,3,0
