SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 60.8,2,2,1
 59.8,1,3,0
 60.9,0,2,0
 55.4,1,3,0
 58.8,0,2,0
 58.8,1,1,0
 56.0,2,3,0
 61.6,6,9,2
 62.0,1,6,1
 61.9,2,6,1
 66.8,1,7,1
 57.1,0,4,0
 58.3,2,1,2
 58.4,1,5,1
 56.7,0,5,0
 57.2,4,7,1
 57.0,0,1,0
 65.1,2,2,1
 57.0,0,3,0
 64.7,3,1,2
 59.2,0,4,0
 63.9,2,3,1
 60.0,3,6,1
 62.3,3,9,2
 57.5,0,4,0
 54.9,1,4,0
 69.7,4,2,2
 58.1,0,5,0
 62.2,4,3,1
 63.4,5,6,2
 61.9,2,6,1
 64.6,3,5,2
 62.5,1,5,1
 63.8,2,3,1
 57.4,3,10,2
 61.0,4,2,2
 58.5,1,3,0
 61.7,2,3,1
 61.0,3,4,1
 60.0,2,7,1
 61.4,2,4,1
 55.9,0,3,0
 61.7,4,9,2
 60.2,1,2,0
 57.7,0,2,0
 57.1,0,4,0
 61.0,2,1,0
 63.0,6,2,2
 55.9,0,3,0
 65.4,3,10,2
 58.2,0,1,0
 62.5,0,5,1
 56.6,1,2,0
 63.7,3,6,2
 60.8,2,4,1
 62.6,0,5,1
 59.5,0,2,0
 64.5,1,4,1
 58.3,0,3,0
 63.7,1,3,1
 58.2,4,3,1
 62.4,2,7,1
 61.6,4,4,1
 59.8,1,2,0
 63.1,4,10,2
 57.4,4,10,2
 62.9,2,6,1
 69.7,5,2,2
 58.0,1,2,0
 62.0,5,5,2
 63.0,4,9,2
 61.5,2,2,1
 62.6,2,4,1
 64.0,2,2,1
 58.5,0,4,0
 61.9,0,6,1
 64.0,5,1,2
 58.2,1,2,0
 61.1,1,4,1
 55.1,1,2,0
 61.5,5,5,2
 60.0,0,2,0
 61.8,4,7,1
 67.3,4,6,2
 61.0,4,6,2
 62.3,2,7,1
 64.3,4,5,2
 61.7,2,4,1
 67.7,1,3,1
 55.9,4,10,2
 59.7,4,9,2
 60.6,1,7,1
 64.4,3,4,1
 61.9,4,6,2
 60.3,5,5,2
 57.8,0,3,0
 57.5,0,2,0
 62.0,2,1,2
 66.9,3,2,2
 64.7,4,2,2
 64.0,5,10,2
 61.4,4,2,1
 58.5,0,4,0
 66.6,4,2,2
 62.7,3,3,1
 61.4,4,6,2
 58.1,0,3,0
 58.9,2,1,0
 65.1,4,6,1
 65.5,3,4,1
 59.0,0,4,0
 56.2,0,2,0
 59.6,1,1,0
 61.8,2,6,1
 61.1,1,4,0
 61.9,2,6,2
 55.9,4,2,2
 60.0,5,10,2
 62.2,4,2,2
 62.4,3,6,2
 61.5,2,2,1
 60.1,4,3,1
 59.4,2,1,0
 62.1,5,5,2
 61.8,4,5,2
 63.5,1,2,1
 61.3,0,5,0
 64.4,6,2,2
 63.7,2,2,2
 55.3,0,1,0
 62.3,3,2,1
 60.9,0,1,0
 59.0,6,5,2
 59.1,4,1,1
 60.3,0,3,1
 56.8,0,2,0
 57.4,1,5,0
 64.7,3,5,2
 64.7,3,2,2
 62.1,3,6,2
 59.3,2,3,0
 57.2,2,5,0
 57.9,1,1,0
 63.3,2,3,1
 60.2,0,4,0
 68.9,3,9,2
 58.6,0,2,0
 61.9,3,6,2
 62.3,3,5,1
 60.3,4,10,2
 61.2,3,1,2
 57.2,0,3,0
 62.6,2,1,1
 60.9,0,3,0
 59.0,5,10,2
 57.5,0,1,0
 58.6,0,5,0
 63.8,3,5,2
 67.1,5,5,2
 63.9,5,10,2
 60.4,5,1,2
 63.4,2,5,1
 58.9,2,2,0
 63.2,0,1,1
 61.3,3,10,2
 58.8,0,3,0
 60.1,5,2,2
 59.2,4,9,2
 60.2,2,3,0
 58.5,1,2,0
 64.3,4,2,1
 61.0,4,5,2
 57.5,1,4,0
 64.1,5,2,2
 61.9,0,7,1
 59.0,3,1,1
 65.0,2,2,1
 66.8,4,9,2
 58.4,3,4,0
 62.2,4,6,1
 61.0,2,4,1
 63.8,2,6,2
 63.5,5,9,2
 64.9,3,8,1
 59.4,0,5,0
 56.9,2,4,0
 61.8,3,7,1
 57.8,0,3,0
 62.4,1,6,1
 60.6,3,3,1
 64.7,3,10,2
 62.3,4,4,1
 62.5,1,6,1
 54.4,0,1,0
 55.4,1,1,0
 62.4,3,5,1
 61.8,2,2,1
 62.5,4,1,2
 58.7,1,3,0
 57.6,0,4,0
 64.0,4,5,2
 58.9,0,1,0
 64.3,2,5,1
 64.3,5,10,2
 57.5,1,4,0
 61.9,2,5,1
 64.6,7,2,2
 66.3,4,1,2
 64.1,2,2,2
 60.9,4,7,1
 61.2,4,9,2
 58.8,0,4,0
 61.9,0,4,0
 62.1,3,2,2
 56.7,5,5,2
 57.1,0,2,0
 55.9,1,2,0
 61.3,3,4,1
 59.8,0,2,0
 62.0,2,7,1
 57.8,2,5,0
 63.9,4,7,1
 63.5,1,7,1
 62.5,4,7,1
 64.8,4,5,2
 55.9,0,5,0
 61.9,3,5,1
 60.1,3,6,1
 63.1,5,1,2
 65.0,1,5,1
 63.7,4,1,2
 54.5,0,1,0
 65.2,4,6,2
 62.1,3,10,2
 60.4,3,4,1
 67.1,3,6,1
 63.0,3,4,1
 62.6,1,6,1
 64.6,1,2,1
 62.3,3,4,1
 65.0,4,2,2
 62.8,3,8,1
 63.0,6,1,2
 58.1,1,2,0
 56.7,0,5,0
 59.1,5,5,2
 61.1,0,2,0
 61.1,4,10,2
 56.9,0,5,0
 65.5,6,9,2
 67.3,4,5,2
 56.3,0,3,0
 61.4,1,3,1
 59.1,2,4,0
 64.2,4,10,2
 64.2,3,9,2
 57.2,0,2,0
 66.1,5,1,2
 58.3,0,5,0
 63.1,3,5,2
 60.8,4,2,2
 63.4,4,9,2
 61.3,1,7,1
 57.8,1,2,1
 56.5,0,3,0
 59.7,0,3,0
 58.1,0,2,0
 57.8,1,3,0
 62.4,3,6,2
 60.2,1,4,0
 67.0,2,10,2
 56.7,0,3,0
 58.5,3,7,1
 62.7,0,7,1
 63.0,3,5,1
 65.1,4,2,2
 55.3,0,1,0
 62.2,2,7,1
 57.0,0,4,0
 65.9,4,5,2
 57.8,3,3,0
 58.1,1,5,0
 57.5,0,2,0
 62.5,1,3,1
 63.5,4,9,2
 63.0,3,6,2
 63.3,3,7,1
 62.2,4,9,2
 59.2,1,3,0
 65.0,3,2,2
 64.9,1,6,1
 62.0,4,5,1
 61.6,4,2,2
 59.3,2,1,1
 63.2,4,7,1
 58.7,0,3,0
 65.1,4,1,2
 62.3,0,8,1
 58.8,1,2,0
 59.0,3,7,1
