SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 61.9,3,3,1
 62.5,3,9,2
 63.7,2,1,1
 60.9,4,6,1
 62.8,5,9,2
 61.9,3,1,1
 60.5,3,1,0
 63.5,6,10,2
 64.1,2,6,1
 56.6,0,1,0
 65.4,3,2,2
 57.8,0,1,0
 56.4,0,1,0
 56.8,0,5,0
 62.5,3,2,2
 57.5,0,5,0
 57.4,0,1,0
 63.2,3,8,1
 65.1,1,7,1
 63.1,1,4,1
 65.4,3,9,2
 59.4,5,6,2
 61.2,1,3,1
 65.2,2,3,1
 59.3,1,1,0
 63.8,4,5,2
 60.5,0,2,0
 68.9,4,6,2
 60.7,2,2,1
 63.6,5,2,2
 65.0,4,10,2
 58.3,1,4,0
 63.5,1,8,1
 67.7,2,2,1
 60.4,0,7,1
 61.4,5,6,2
 61.8,3,2,2
 61.7,2,7,1
 63.3,4,9,2
 55.9,5,9,2
 60.6,4,9,2
 63.9,1,4,1
 60.7,1,2,0
 59.1,4,5,2
 63.1,0,5,1
 58.4,0,2,0
 58.8,1,7,1
 63.5,2,7,1
 66.7,7,5,2
 56.4,0,4,0
 64.0,4,5,2
 61.8,1,1,0
 62.7,6,6,2
 58.2,0,4,0
 67.0,8,5,2
 62.1,3,7,1
 63.5,4,2,2
 59.5,0,3,0
 60.5,2,6,1
 56.8,2,3,1
 60.1,1,4,0
 61.2,3,5,1
 57.9,3,4,0
 63.8,4,6,2
 57.9,0,2,0
 58.6,1,4,0
 58.5,1,1,0
 58.2,0,3,0
 59.2,0,4,0
 67.3,7,10,2
 56.4,0,4,0
 57.7,0,3,0
 56.8,2,2,0
 57.6,1,2,0
 62.2,3,4,1
 59.3,4,3,1
 60.4,2,3,1
 63.5,4,2,2
 64.2,4,1,2
 55.1,1,4,0
 59.4,0,3,0
 57.8,5,5,2
 63.1,6,1,2
 57.1,0,5,1
 59.5,4,1,1
 64.1,6,2,2
 56.3,0,2,0
 58.0,3,4,0
 60.4,0,1,0
 59.0,0,5,0
 57.8,3,3,1
 63.8,4,5,1
 56.6,0,2,0
 62.0,4,6,2
 63.2,0,2,1
 57.9,2,3,0
 61.0,0,3,0
 69.3,6,5,2
 57.4,0,2,0
 62.1,1,7,1
 66.0,2,9,2
 59.1,0,4,0
 64.2,4,5,2
 66.6,4,10,2
 62.2,4,10,2
 56.7,0,4,0
 64.6,4,9,2
 60.7,2,8,1
 63.5,5,2,2
 57.7,4,7,1
 63.0,4,10,2
 63.0,4,9,2
 61.6,2,1,2
 63.0,6,6,2
 61.6,2,1,1
 59.1,0,4,0
 62.2,0,8,1
 61.8,4,9,2
 60.1,0,4,0
 61.5,6,2,2
 57.5,0,2,0
 61.8,4,1,1
 63.4,3,9,2
 59.3,0,6,1
 65.9,4,2,2
 59.6,2,2,0
 62.7,6,10,2
 57.8,1,4,1
 61.8,3,4,1
 61.7,1,3,0
 58.2,0,2,0
 63.5,0,4,1
 57.8,0,4,0
 56.8,2,5,0
 64.4,2,4,1
 63.0,5,1,2
 60.7,2,3,1
 57.9,0,1,0
 64.0,2,6,2
 65.6,3,6,2
 58.6,0,2,0
 62.4,5,1,2
 58.6,6,5,2
 57.9,3,8,1
 69.6,4,9,2
 60.1,0,4,0
 57.7,0,3,0
 57.6,1,5,0
 61.8,2,5,1
 61.3,7,5,2
 60.8,0,7,1
 60.5,4,9,2
 55.1,0,4,0
 59.6,0,2,0
 58.4,1,7,1
 62.7,3,1,2
 66.0,3,1,2
 65.5,2,10,2
 59.1,1,2,0
 61.5,3,5,2
 59.5,3,5,1
 55.9,0,2,0
 65.7,4,10,2
 59.2,0,7,1
 56.7,3,1,0
 55.6,0,1,0
 60.9,3,1,2
 60.4,2,3,1
 59.4,3,5,1
 61.2,3,5,1
 61.8,4,6,2
 63.2,4,9,2
 64.1,6,6,2
 59.8,4,6,1
 57.9,1,3,1
 59.8,1,5,0
 58.3,0,1,0
 67.7,4,2,2
 62.0,4,6,2
 58.5,1,2,0
 61.5,4,6,2
 57.5,4,8,1
 58.0,6,10,2
 69.8,3,1,2
 61.5,0,8,1
 64.9,6,9,2
 62.9,3,6,2
 62.3,2,8,1
 65.4,3,2,1
 59.9,0,5,0
 61.8,5,9,2
 61.4,1,4,1
 59.4,0,1,0
 57.6,0,3,0
 61.4,4,7,1
 59.8,1,1,1
 66.7,5,9,2
 57.6,2,2,0
 56.6,1,1,0
 61.1,4,1,2
 61.7,5,9,2
 56.7,0,3,0
 62.3,0,6,1
 63.5,5,5,2
 61.8,1,4,1
 61.9,4,5,1
 58.0,0,5,0
 57.1,1,4,0
 57.5,0,3,0
 58.1,1,3,0
 55.1,0,2,0
 62.8,2,7,1
 57.2,0,2,1
 62.2,5,6,2
 56.4,0,4,0
 63.1,0,2,1
 63.3,2,3,1
 57.5,0,5,0
 61.9,1,8,1
 55.8,1,1,0
 60.2,4,1,2
 63.5,3,4,1
 60.8,6,6,2
 65.4,6,10,2
 62.7,2,7,1
 61.5,4,1,1
 59.3,5,5,2
 56.3,1,4,0
 63.5,2,8,1
 63.7,5,5,2
 60.3,2,5,1
 62.2,6,6,2
 59.3,6,9,2
 59.3,5,6,2
 63.5,3,1,1
 62.4,0,5,1
 60.8,1,2,1
 55.0,2,4,0
 55.9,1,5,0
 56.6,0,4,0
 61.8,2,3,1
 58.4,1,4,0
 61.0,1,3,0
 57.8,2,2,0
 59.5,5,5,2
 62.8,4,4,1
 56.8,1,4,0
 58.1,1,2,0
 63.2,1,8,1
 62.5,5,5,2
 59.9,1,2,1
 63.5,2,3,1
 63.0,4,3,1
 59.1,0,2,0
 57.8,2,3,0
 62.9,2,9,2
 63.7,4,10,2
 59.1,0,3,0
 59.1,0,1,0
 63.2,3,5,1
 63.9,4,2,1
 55.9,0,1,0
 61.8,2,1,1
 58.0,2,7,1
 58.6,0,5,0
 58.8,1,3,1
 65.7,2,4,1
 61.0,2,4,1
 56.1,0,5,0
 60.8,4,6,1
 62.8,4,6,2
 57.1,0,4,0
 65.7,3,6,2
 62.9,1,8,1
 65.0,3,3,1
 65.9,4,10,2
 60.4,1,2,0
 61.1,5,2,2
 56.8,0,1,0
 58.4,1,3,0
 65.2,3,10,2
 59.3,4,2,1
 58.6,0,4,0
 58.2,4,10,2
 61.4,1,3,0
 61.4,1,6,1
 63.6,0,3,0
 62.0,6,5,2
 67.5,5,6,2
 62.8,2,4,1
 65.0,3,2,2
 66.4,3,5,2
 60.3,2,6,1
 58.2,3,2,2
 63.4,3,2,1
 61.7,3,3,1
 63.3,3,6,2
 58.8,0,5,0
 61.0,2,5,1
 58.1,1,5,0
