SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 57.0,2,1,0
 60.4,0,3,0
 59.3,0,5,0
 64.9,2,4,1
 60.6,7,10,2
 57.5,2,3,0
 60.7,3,3,1
 58.1,1,4,0
 57.9,4,1,2
 62.4,4,3,1
 64.6,4,1,2
 57.7,1,2,0
 57.7,0,4,0
 58.3,0,4,0
 64.2,2,6,1
 58.9,2,2,1
 57.0,1,4,0
 60.4,2,3,1
 62.6,2,7,1
 59.1,0,3,0
 64.1,3,1,2
 57.5,0,2,0
 63.3,3,9,2
 60.1,4,2,2
 62.3,1,5,1
 63.3,1,8,1
 59.4,1,3,0
 59.4,0,2,0
 53.9,1,4,0
 61.8,1,5,1
 60.6,4,5,2
 62.7,1,5,1
 60.5,3,9,2
 64.7,2,6,2
 59.0,3,6,1
 62.9,2,6,1
 62.4,1,5,1
 63.4,4,4,1
 66.1,3,6,2
 59.4,0,5,1
 59.0,2,4,0
 60.6,3,2,1
 64.9,3,6,2
 63.9,1,2,1
 59.3,1,4,0
 60.3,0,4,0
 60.0,2,6,1
 56.9,1,2,0
 58.0,2,1,0
 55.7,0,4,0
 63.6,2,6,2
 53.3,1,2,0
 60.7,0,2,1
 58.7,2,3,0
 61.0,1,3,1
 56.6,3,4,0
 66.2,4,1,2
 64.7,5,1,2
 62.1,2,2,0
 62.5,2,4,1
 55.9,5,1,2
 60.4,1,6,1
 60.3,2,5,1
 63.3,5,6,2
 62.6,2,1,1
 60.9,4,10,2
 60.3,3,6,2
 60.9,0,5,0
 60.5,0,3,0
 64.3,1,7,1
 64.3,5,2,2
 57.9,0,4,0
 66.2,2,4,1
 56.9,1,3,0
 58.8,1,2,0
 65.7,5,9,2
 59.7,0,1,0
 60.1,1,3,1
 57.6,0,1,0
 59.6,0,4,0
 60.0,0,5,0
 59.1,0,1,0
 62.8,1,4,1
 58.4,5,5,2
 61.9,3,6,2
 60.1,2,7,1
 60.6,0,3,1
 63.8,4,2,2
 65.7,2,3,1
 56.7,1,4,0
 58.2,0,4,0
 57.9,0,2,0
 54.9,0,1,0
 61.7,2,10,2
 57.3,0,2,0
 64.8,0,6,1
 55.4,0,1,0
 59.9,0,4,0
 57.2,1,2,0
 62.4,1,7,1
 62.5,5,1,2
 56.9,1,4,0
 58.0,0,1,0
 56.5,0,4,0
 63.5,4,2,2
 56.7,0,1,0
 55.6,0,4,0
 62.3,4,5,2
 66.7,5,10,2
 60.1,3,3,1
 64.6,4,6,2
 60.1,0,3,0
 60.9,3,3,1
 58.4,1,7,1
 61.4,4,5,2
 64.9,0,3,1
 65.0,2,5,1
 62.5,1,5,1
 60.5,2,8,1
 61.3,5,1,2
 63.3,2,4,1
 61.6,2,2,1
 63.1,3,5,2
 57.5,1,4,0
 66.3,4,9,2
 60.0,7,10,2
 66.0,5,5,2
 56.1,0,4,0
 63.5,1,8,1
 65.1,5,9,2
 58.8,0,2,0
 62.5,1,2,1
 58.8,0,1,0
 59.1,0,4,0
 61.2,0,2,0
 61.9,3,9,2
 57.2,0,2,0
 54.9,0,3,0
 65.4,3,2,2
 61.5,1,4,1
 62.8,2,6,1
 61.0,2,4,1
 59.9,4,5,2
 60.0,3,5,1
 64.0,3,2,2
 67.0,3,5,2
 66.2,2,3,1
 62.5,3,6,1
 56.3,0,3,0
 64.9,4,10,2
 54.0,0,4,0
 63.6,4,7,1
 63.1,6,6,2
 64.3,3,1,2
 62.4,4,5,2
 57.3,0,5,0
 59.3,0,1,0
 59.4,0,2,0
 64.8,1,4,1
 60.5,3,6,2
 58.9,3,6,1
 57.7,4,10,2
 68.4,4,5,2
 61.0,3,8,1
 56.7,0,4,0
 62.0,6,1,2
 66.9,4,2,2
 63.2,1,6,1
 62.6,2,4,1
 63.2,5,2,2
 58.4,3,2,0
 66.7,1,8,1
 65.0,0,4,1
 55.9,6,6,2
 58.1,1,1,0
 58.7,0,3,0
 54.8,0,2,0
 65.0,3,4,1
 56.4,0,1,0
 61.8,5,5,2
 65.5,4,1,2
