SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 58.4,0,1,0
 62.7,2,6,1
 61.3,5,2,2
 64.7,1,5,1
 63.4,3,9,2
 59.3,0,3,0
 63.0,2,3,1
 59.3,0,3,0
 59.6,2,4,0
 59.5,3,5,2
 60.8,1,4,1
 64.6,4,2,2
 62.8,0,4,1
 55.8,0,1,0
 60.9,5,10,2
 61.9,0,2,1
 63.8,3,2,2
 67.0,3,2,1
 55.5,2,4,0
 57.9,2,3,0
 61.0,0,5,1
 58.7,0,1,0
 62.5,6,9,2
 63.1,5,10,2
 64.5,4,9,2
 59.7,1,1,0
 61.6,3,10,2
 59.7,0,2,1
 60.0,0,5,0
 63.8,4,2,2
 60.4,1,4,0
 63.7,1,5,1
 58.5,3,4,1
 61.9,4,10,2
 63.0,5,6,2
 61.8,3,8,1
 61.2,5,10,2
 60.5,4,9,2
 59.2,0,2,0
 59.6,2,2,0
 59.4,4,6,1
 55.9,3,1,0
 60.9,5,1,2
 64.4,2,3,1
 67.6,4,10,2
 58.0,0,3,0
 58.5,2,7,1
 56.9,0,4,0
 62.3,4,10,2
 64.1,5,6,2
 57.9,0,5,0
 57.4,4,1,2
 61.0,3,6,1
 60.0,1,1,1
 64.0,5,2,2
 63.4,3,6,2
 59.2,0,4,0
 57.7,1,2,0
 62.4,1,7,1
 55.4,1,1,0
 55.9,0,4,0
 61.0,1,7,1
 62.5,1,1,1
 60.0,0,2,0
 58.7,0,4,0
 57.3,4,9,2
 62.4,1,2,1
 57.1,0,3,0
 65.6,4,2,2
 61.2,2,3,0
 60.3,0,4,0
 62.2,0,4,1
 63.0,6,2,2
 64.1,4,1,2
 62.8,5,1,2
 63.1,2,6,1
 59.0,3,1,1
 59.9,0,3,0
 64.2,4,10,2
 62.1,4,6,2
 64.5,4,2,2
 61.7,5,1,2
 62.0,3,4,1
 58.7,1,3,0
 63.4,4,1,2
 57.5,3,3,0
 66.4,4,9,2
 63.1,3,4,1
 55.7,0,4,0
 61.9,4,6,2
 56.3,0,2,0
 57.8,0,4,0
 59.2,0,4,0
 54.4,0,2,0
 67.8,4,6,2
 57.6,1,5,0
 57.3,0,2,0
 62.2,2,4,1
 60.7,0,7,1
 57.5,0,2,0
 61.8,1,2,1
 58.5,0,2,0
 62.1,1,4,1
 60.4,2,3,1
 59.8,4,10,2
 61.2,3,5,2
 60.5,3,5,1
 63.6,5,10,2
 63.4,0,2,1
 61.9,4,2,1
 65.7,2,2,2
 60.8,0,2,0
 65.5,5,2,2
 60.7,4,6,1
 59.9,3,9,2
 64.4,5,10,2
 61.6,0,6,1
 62.1,1,7,1
 62.3,4,2,2
 65.5,6,6,2
 67.1,2,6,1
 64.0,3,6,2
 65.2,4,2,2
 56.1,0,4,0
 58.9,0,2,0
 63.5,2,5,2
 64.2,6,6,2
 64.6,3,6,2
 58.1,3,4,0
 60.0,3,6,2
 65.3,4,9,2
 62.4,4,6,1
 62.9,1,8,1
 62.6,3,2,1
 58.7,3,5,0
 61.2,4,1,2
 57.8,1,1,0
 71.8,3,9,2
 58.2,0,5,0
 57.6,3,5,0
 58.5,0,4,0
 58.2,2,7,1
 58.3,1,1,0
