SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 60.4,0,1,1
 58.6,0,3,0
 57.6,0,2,0
 60.7,4,1,1
 58.0,0,2,0
 61.6,1,2,1
 58.4,0,4,0
 63.9,2,2,1
 64.8,5,9,2
 60.1,3,9,2
 57.3,0,3,0
 58.5,1,3,0
 54.9,3,1,0
 60.1,5,9,2
 66.1,6,1,2
 61.0,0,2,0
 55.9,2,4,0
 55.4,0,1,0
 54.7,0,5,0
 59.6,0,5,0
 62.0,1,3,1
 63.4,5,10,2
 58.6,1,3,1
 64.7,2,5,1
 63.6,4,1,2
 55.5,0,1,0
 60.9,1,7,1
 64.4,1,4,1
 63.5,2,10,2
 60.5,3,9,2
 61.5,6,10,2
 57.4,0,3,0
 61.1,4,5,1
 57.8,2,1,2
 66.9,4,6,2
 59.4,4,6,2
 63.9,5,5,2
 55.5,0,3,0
 58.2,4,10,2
 61.2,4,8,1
 61.4,2,5,1
 63.0,2,1,1
 57.5,0,2,0
 62.6,5,6,2
 59.3,5,6,2
 56.8,0,4,0
 60.8,0,3,0
 64.1,4,5,2
 61.2,1,3,1
 65.8,5,6,2
 62.8,5,5,2
 64.3,2,3,1
 66.0,2,4,1
 60.2,4,10,2
 58.5,3,1,0
 59.3,0,3,0
 60.0,1,3,1
 57.2,0,2,0
 58.6,2,1,1
 57.4,0,2,0
 56.6,0,2,0
 61.0,2,6,1
 67.2,0,7,1
 62.6,2,4,1
 56.3,1,3,0
 60.0,0,3,0
 57.8,0,4,0
 63.4,1,5,1
 60.2,1,2,0
 56.3,0,5,0
 63.4,4,2,1
 57.4,1,4,0
 59.9,0,3,1
 63.2,4,6,2
 59.9,5,6,2
 65.0,5,10,2
 58.6,0,2,0
 55.9,1,2,0
 65.5,3,6,2
 56.1,0,2,0
 60.9,0,2,0
 57.7,0,2,0
 62.3,2,6,1
 56.9,0,1,0
 64.6,4,1,1
 62.5,3,7,1
 60.8,3,9,2
 55.5,3,2,0
 61.5,4,1,2
 68.0,4,1,2
 57.3,0,4,0
 64.0,4,2,1
 63.2,2,1,1
 58.0,1,5,0
 63.5,1,2,1
 60.1,5,9,2
 62.3,2,7,1
 57.6,0,1,0
 61.3,0,4,0
 59.5,2,5,1
 61.2,0,2,0
 56.7,2,3,0
 61.5,3,9,2
 65.0,5,6,2
 61.4,3,4,1
 64.6,5,1,2
 60.0,2,3,0
 58.7,2,4,1
 59.8,0,7,1
 60.0,0,6,1
 65.2,4,9,2
 61.3,5,1,2
 63.6,4,2,2
 61.5,5,9,2
 60.9,1,2,0
 57.9,0,2,0
 64.4,4,7,1
 61.3,3,6,2
 61.1,6,1,2
 64.6,4,2,1
 59.7,5,10,2
 62.2,4,2,2
 63.7,2,1,1
 61.5,1,5,1
 61.1,3,6,2
