SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 65.4,0,4,0
 70.2,6,9,2
 71.6,4,9,2
 68.2,2,1,0
 69.1,4,5,2
 65.6,0,7,1
 71.9,3,9,2
 71.2,4,2,2
 66.9,0,2,0
 65.0,1,2,0
 65.3,0,2,0
 68.2,4,2,2
 68.7,4,2,2
 72.8,6,1,2
 74.0,4,5,2
 73.0,5,1,2
 72.6,2,1,2
 73.6,5,9,2
 68.4,4,4,1
 65.3,0,4,0
 67.8,1,3,0
 72.5,4,10,2
 70.8,6,10,2
 66.3,0,1,0
 66.1,0,4,0
 66.6,4,3,1
 68.7,0,3,1
 70.0,4,1,1
 70.0,1,7,1
 73.9,6,1,2
 64.0,0,3,0
 70.0,4,3,1
 67.5,0,5,0
 70.0,0,2,1
 65.2,0,5,0
 65.2,2,2,0
 64.9,0,1,0
 66.7,0,4,0
 64.1,2,1,1
 69.3,3,5,2
 71.0,3,10,2
 66.0,2,6,1
 68.2,6,9,2
 64.6,0,2,1
 67.0,1,5,1
 68.3,4,2,2
 67.5,3,5,1
 73.8,4,1,2
 69.5,2,4,1
 66.0,0,4,0
 68.0,2,3,1
 68.4,2,7,1
 70.0,4,2,1
 65.7,1,3,0
 66.8,7,9,2
 67.6,1,4,0
 74.0,5,9,2
 66.6,0,4,0
 70.0,3,8,1
 73.2,3,9,2
 66.3,0,4,0
 72.9,3,9,2
 65.1,1,4,0
 63.0,1,3,0
 67.2,0,4,0
 64.4,2,3,1
 64.9,0,1,0
 73.4,5,6,2
 68.0,0,2,0
 65.1,1,3,1
 65.7,2,6,1
 68.2,3,5,1
 66.6,0,5,0
 70.6,2,9,2
 68.7,0,2,0
 69.3,4,2,2
 67.2,0,2,0
 69.5,2,4,1
 62.2,1,2,0
 67.7,0,3,0
 68.0,2,2,0
 67.4,0,5,0
 66.8,6,2,2
 66.3,0,2,0
 69.7,4,6,2
 64.6,3,3,0
 65.7,0,3,0
 71.5,2,1,2
 68.5,0,4,1
 66.6,2,2,1
 67.2,0,4,0
 67.3,0,4,1
 66.0,0,3,0
 66.7,1,3,1
 70.0,2,5,1
 66.1,4,8,1
 63.2,1,2,0
 63.3,1,3,0
 68.3,3,2,1
 70.0,1,2,1
 66.0,0,3,0
 69.8,3,2,1
 67.0,0,5,0
 69.3,3,8,1
 67.1,4,1,1
 64.3,3,2,1
 66.2,0,3,0
 68.8,1,5,1
 65.9,1,1,0
 69.5,3,10,2
 69.1,6,1,2
 66.1,0,4,0
 66.8,0,1,0
 72.6,5,1,2
 68.4,1,6,1
 67.0,2,5,0
 69.5,7,2,2
 70.0,0,4,1
 64.8,0,2,0
 66.8,6,10,2
 69.4,3,10,2
 68.0,0,4,0
 66.8,3,1,0
 64.7,0,2,0
 68.1,0,4,1
 71.3,7,6,2
 64.0,0,4,0
 67.6,3,8,1
 69.5,2,3,1
 69.2,4,2,2
 70.0,1,2,1
 68.0,5,9,2
 63.7,0,2,0
 70.0,2,2,1
 65.0,0,3,0
 71.3,5,9,2
 64.9,0,3,0
 65.1,0,3,0
 66.3,4,7,1
 64.8,0,1,0
 69.7,2,6,1
 65.9,1,4,0
 65.8,3,2,0
 65.8,0,4,0
 71.1,5,1,2
 73.5,5,5,2
 70.9,4,9,2
 73.6,4,10,2
 67.1,1,3,0
 68.0,2,2,1
 69.8,4,2,2
 69.8,0,4,0
 69.7,0,7,1
 70.0,4,7,1
 65.8,3,5,1
 69.3,5,6,2
 70.0,3,6,1
 66.8,1,3,1
 68.3,3,10,2
 69.1,4,7,1
 63.6,0,2,0
 66.2,2,6,1
 65.9,0,3,0
 67.4,5,1,2
 65.9,0,4,0
 72.0,4,5,2
 75.2,3,2,2
 71.9,3,1,2
 68.7,4,6,2
 64.8,3,3,1
 72.2,5,6,2
 72.1,4,2,2
 68.0,0,2,0
 72.5,5,2,2
 71.0,4,1,2
 68.6,1,2,1
 67.7,0,3,0
 68.3,4,6,2
 78.4,5,2,2
 70.0,1,6,1
 67.1,0,3,0
 66.2,0,3,0
 69.6,0,1,0
 65.9,0,7,1
 68.4,0,4,0
 65.7,3,3,1
 65.8,0,3,1
 73.9,5,5,2
 65.8,0,1,1
 66.3,4,5,1
 66.2,0,3,0
 71.4,4,9,2
 66.7,4,1,1
 67.9,0,6,1
 67.3,0,4,0
 77.0,7,2,2
 67.1,1,7,1
 65.1,0,4,0
 70.0,3,1,1
 73.0,4,9,2
 68.7,4,1,2
 67.1,1,5,1
 76.4,6,1,2
 67.4,3,1,1
 65.9,2,5,1
 71.5,4,5,2
 65.7,2,2,1
 72.8,5,2,2
 66.0,0,3,0
 71.6,4,2,2
 64.1,2,8,1
 63.2,1,5,0
 69.7,1,2,1
 73.6,3,6,2
 65.8,0,2,0
 70.8,0,4,0
 67.7,0,4,0
 74.8,6,5,2
 67.4,0,4,0
 69.0,4,3,1
 65.2,2,4,0
 66.4,0,4,0
 66.9,2,7,1
 72.0,4,6,2
 70.5,4,10,2
 65.9,0,2,0
 68.0,0,3,1
 68.4,4,5,2
 70.0,2,7,1
 69.6,2,5,1
 67.0,0,3,0
 70.0,4,7,1
 68.0,2,4,0
 67.8,3,7,1
 66.6,1,2,1
 73.0,5,9,2
 64.7,3,3,1
 68.6,1,5,0
 70.9,4,6,2
 69.3,5,6,2
 69.7,3,5,2
 66.7,0,1,0
 69.8,3,5,2
 73.5,5,2,2
 70.0,4,2,1
 68.6,0,3,1
 65.1,2,4,0
