SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 64.0,4,2,1
 58.0,2,6,1
 62.3,3,7,1
 58.6,4,6,1
 59.1,0,2,0
 63.0,1,2,1
 61.2,4,6,2
 62.6,4,1,2
 58.0,3,4,0
 63.8,4,2,2
 62.9,4,10,2
 66.8,1,5,1
 58.0,0,1,0
 65.9,4,6,2
 58.4,0,3,0
 57.9,0,2,0
 58.5,3,3,1
 63.8,2,1,1
 56.8,1,3,0
 62.1,1,3,1
 60.1,3,1,2
 60.1,0,3,0
 58.2,0,1,0
 63.5,6,5,2
 61.8,4,5,2
 61.0,0,2,0
 59.4,2,6,1
 59.5,0,5,0
 57.3,2,3,0
 62.6,4,5,2
 60.7,2,5,1
 56.0,1,3,0
 67.0,5,10,2
 59.1,0,6,1
 62.7,0,2,1
 59.5,4,4,1
 63.8,2,2,1
 55.9,1,3,0
 60.4,3,9,2
 66.8,7,1,2
 64.4,6,10,2
 60.0,2,8,1
 65.3,4,10,2
 57.2,2,3,0
 63.1,4,5,2
 60.2,5,2,2
 60.2,0,3,0
 63.6,4,5,2
 61.2,2,6,1
 62.6,0,8,1
 67.9,4,5,2
 55.2,0,3,0
 60.1,4,5,1
 63.4,3,1,1
 55.3,1,5,0
 64.1,3,5,1
 65.1,3,2,2
 62.1,3,7,1
 59.0,0,5,0
 60.3,4,5,1
 64.6,4,6,2
 61.4,4,6,2
 65.6,1,3,1
 60.7,3,6,2
 57.8,2,3,0
 62.7,2,3,1
 64.4,4,5,1
 58.1,1,4,0
 59.5,2,2,0
 59.3,3,6,1
 58.0,0,3,0
 59.9,4,3,1
 63.5,4,2,2
 58.0,0,2,0
 65.5,4,10,2
 65.5,6,10,2
 59.0,3,9,2
 57.5,1,4,0
 59.8,1,6,1
 62.9,5,10,2
 63.0,4,6,2
 63.2,0,4,1
 60.9,0,5,0
 66.5,4,1,2
 55.9,0,4,0
 58.3,4,1,2
 63.1,0,6,1
 62.2,0,3,1
 63.2,2,2,1
 56.5,0,2,0
 56.1,0,5,0
 60.8,3,9,2
 61.6,0,3,0
 59.5,6,5,2
 61.2,7,9,2
 62.0,1,6,1
 60.1,1,1,0
 57.2,0,2,0
 55.1,3,4,0
 64.7,5,9,2
 59.8,0,3,0
 64.3,3,10,2
 61.8,4,10,2
 63.4,5,2,2
 60.6,3,4,1
