SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 62.1,4,8,1
 55.2,1,5,0
 61.2,3,1,1
 64.9,4,3,1
 55.9,2,4,0
 57.9,0,5,0
 64.0,4,6,1
 61.4,2,7,1
 57.6,0,4,0
 62.0,2,4,1
 57.1,0,3,0
 60.5,5,5,2
 59.5,1,4,0
 65.9,4,5,1
 60.3,3,3,1
 65.6,2,2,2
 60.3,0,4,0
 57.0,1,2,0
 61.0,0,1,1
 60.3,4,2,2
 58.1,0,1,0
 61.8,2,3,1
 57.0,0,3,0
 59.0,0,2,0
 64.1,4,5,2
 61.2,0,3,1
 63.0,0,6,1
 60.9,4,6,1
 57.6,0,2,0
 61.1,0,2,1
 61.5,1,1,1
 61.0,2,7,1
 57.6,3,2,2
 63.1,4,9,2
 62.9,5,2,2
 56.6,3,6,1
 60.3,0,7,1
 58.2,0,3,0
 61.5,3,9,2
 58.8,4,4,1
 64.1,5,9,2
 64.9,4,5,2
 64.2,3,6,2
 66.6,4,5,2
 61.0,4,5,2
 60.4,2,9,2
 63.1,2,2,1
 61.8,2,5,2
 62.0,0,2,1
 65.0,3,2,2
 64.9,4,2,1
 60.1,0,8,1
 60.7,0,4,0
 57.7,5,5,2
 57.1,0,1,0
 57.3,0,4,0
 58.0,0,3,0
 58.8,1,4,0
 55.2,3,1,2
 65.5,4,1,2
 58.8,0,1,0
 57.3,0,2,0
 64.7,3,10,2
 65.6,4,6,2
 57.4,1,4,0
 63.6,4,5,2
 64.0,5,2,2
 57.0,0,3,0
 62.9,1,1,1
 58.8,4,8,1
 58.4,1,1,0
 63.0,5,10,2
 65.4,2,2,1
 61.7,2,8,1
 62.7,5,1,2
 59.2,3,6,1
 64.7,0,4,1
 62.0,3,7,1
 62.2,3,5,2
 60.4,3,7,1
 61.7,6,6,2
 64.8,5,2,2
 62.8,0,8,1
 59.4,0,3,0
 58.7,1,4,0
 63.6,5,9,2
 63.6,2,7,1
 59.2,2,4,0
 59.6,2,4,0
 67.7,4,1,2
 58.8,0,2,0
 61.9,4,6,2
 58.6,2,2,0
 65.4,3,7,1
 57.6,0,4,0
 64.2,1,1,1
 63.5,3,5,1
 61.4,4,6,2
 61.9,6,2,2
 59.2,1,1,0
 58.2,2,1,0
 57.9,0,3,0
 59.2,0,3,0
 65.9,3,10,2
 59.6,0,3,0
 56.7,0,3,0
 58.1,0,4,0
 61.3,0,7,1
