SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 52.7,1,1,0
 63.0,4,2,2
 65.2,4,1,2
 66.3,5,6,2
 66.5,4,2,2
 54.4,2,2,0
 67.0,6,5,2
 53.5,0,5,0
 53.1,1,4,0
 59.4,1,5,1
 57.9,4,3,1
 65.5,2,10,2
 62.0,5,2,2
 59.2,2,6,1
 52.0,2,4,0
 58.2,1,2,1
 68.3,4,5,2
 56.7,3,7,1
 66.9,4,10,2
 56.9,1,6,1
 53.3,0,1,0
 52.5,0,4,0
 58.5,2,7,1
 68.2,6,6,2
 68.0,5,5,2
 61.5,3,6,1
 54.0,1,3,0
 57.4,3,4,1
 58.4,3,3,1
 56.9,0,6,1
 55.6,3,4,0
 64.9,5,1,2
 58.3,3,7,1
 54.2,0,5,0
 60.2,1,2,1
 53.6,2,4,0
 60.4,2,4,1
 57.0,2,2,1
 68.9,3,1,2
 57.8,3,4,1
 52.7,1,2,0
 58.2,1,8,1
 66.2,6,9,2
 60.0,2,6,1
 53.0,1,3,0
 57.0,2,1,1
 69.6,2,1,2
 57.4,0,5,0
 66.8,4,1,2
 68.8,3,1,2
 56.9,4,4,1
 71.6,6,9,2
 53.9,0,2,0
 55.7,0,4,0
 70.8,7,5,2
 55.3,0,5,0
 60.2,3,6,1
 67.4,4,5,2
 55.5,3,5,0
 54.5,0,3,0
 55.2,3,3,1
 61.0,1,7,1
 53.9,1,4,0
 53.8,2,3,0
 66.0,4,5,2
 54.8,0,3,0
 65.7,4,10,2
 53.1,1,4,0
 59.0,2,1,1
 51.6,0,3,0
 53.6,0,2,0
 57.4,2,5,1
 58.7,1,2,1
 69.8,2,2,2
 55.2,2,3,0
 51.7,2,2,0
 55.7,4,3,1
 52.7,0,3,0
 59.0,2,5,1
 59.6,0,5,1
 57.8,4,3,1
 67.1,4,10,2
 55.0,0,7,1
 51.5,2,2,0
 57.8,2,4,1
 60.4,4,5,1
 55.9,2,6,1
 54.0,2,4,0
 56.5,1,3,0
 64.4,4,1,2
 65.1,6,2,2
