SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 56.0,0,3,0
 61.0,2,5,1
 56.1,1,5,0
 60.2,0,4,0
 55.1,0,2,0
 63.1,3,1,2
 63.3,2,7,1
 64.3,4,2,2
 62.7,4,1,1
 61.8,3,5,1
 63.7,4,1,2
 58.8,1,4,0
 58.3,0,2,0
 57.6,0,4,0
 63.6,4,2,2
 57.3,0,5,0
 59.1,4,2,2
 58.2,0,4,0
 61.9,2,6,2
 65.5,5,6,2
 61.8,2,5,1
 60.2,4,1,2
 56.5,0,3,0
 58.8,2,1,0
 59.6,0,2,0
 62.3,5,1,2
 60.3,3,2,1
 60.4,5,6,2
 59.8,3,5,1
 61.9,4,3,1
 60.7,2,2,1
 61.0,0,4,1
 57.8,0,4,0
 58.8,3,3,0
 63.5,4,8,1
 61.0,0,3,0
 61.2,2,8,1
 58.4,0,1,0
 57.8,0,1,0
 55.9,1,2,0
 58.0,0,3,0
 64.1,4,9,2
 64.0,4,6,1
 58.7,3,10,2
 63.2,4,9,2
 58.5,3,4,0
 63.7,4,6,2
 59.5,2,9,2
 67.2,5,5,2
 65.9,4,6,2
 58.2,0,3,0
 61.6,3,3,1
 62.2,4,3,1
 55.6,1,3,0
 61.3,5,6,2
 62.0,3,5,2
 59.6,0,2,1
 64.1,5,9,2
 60.8,1,2,0
 60.2,2,3,0
 70.1,7,2,2
 58.9,0,4,0
 56.4,0,3,0
 65.0,5,1,2
 63.1,3,8,1
 59.6,1,2,0
 58.6,2,2,0
 68.5,7,6,2
 60.4,0,5,0
 62.7,4,5,2
 62.3,3,2,1
 60.5,2,5,1
 56.0,1,3,0
 63.9,4,10,2
 56.9,0,3,0
 65.7,4,5,2
 61.2,4,3,1
 64.2,1,4,1
 59.2,2,2,0
 59.1,1,2,0
 59.8,3,1,2
 58.8,0,3,0
 58.4,3,5,0
 63.5,5,6,2
 62.6,2,3,1
 62.1,0,4,1
 60.2,2,5,0
 63.0,6,10,2
 61.7,4,3,1
 64.7,5,10,2
 58.1,2,3,0
 58.3,6,1,2
 58.7,7,1,2
 58.1,2,4,1
 56.0,1,2,0
 63.5,4,5,2
 59.0,0,5,0
 60.2,0,2,0
 58.8,0,3,0
 58.6,0,3,0
 58.8,0,1,0
 65.6,3,1,1
 62.7,2,6,1
 63.2,1,5,1
 61.6,4,1,2
 67.6,3,4,1
 60.2,2,7,1
 59.9,3,2,1
 63.6,4,3,1
 63.6,1,5,1
 64.4,4,2,2
 64.0,4,9,2
 61.1,5,6,2
 63.8,5,2,2
 57.2,0,3,0
 56.8,0,2,0
 61.8,2,4,1
 64.4,2,4,1
 69.7,3,2,2
 58.0,0,2,0
 60.6,3,10,2
 63.4,0,4,1
 60.0,2,7,1
 60.6,4,3,1
 60.3,2,3,0
 66.7,3,5,2
 60.5,1,4,0
 70.2,3,2,2
 61.7,4,9,2
 56.1,0,2,0
 58.6,0,2,0
 58.5,5,10,2
 61.9,3,6,1
 62.2,4,2,1
 57.0,0,2,0
 57.9,1,2,0
 54.8,1,5,0
 63.0,2,6,1
 64.9,2,5,1
 56.0,0,2,0
 66.7,2,6,1
 57.2,0,4,0
 63.9,7,9,2
 65.2,5,5,2
 62.0,2,2,1
 58.4,3,5,0
 66.0,6,5,2
 61.8,2,2,1
 56.8,0,4,0
 62.1,5,10,2
 65.5,1,5,1
 62.5,4,1,2
 63.7,4,1,2
 66.8,5,1,2
 59.8,4,10,2
 57.4,0,4,0
 57.9,0,4,0
 59.1,1,2,0
 62.8,0,7,1
 57.1,2,2,0
 62.4,2,4,1
 58.9,0,2,0
 63.9,4,1,2
 56.4,2,5,0
 56.7,0,2,0
 55.9,0,1,0
 58.0,0,6,1
 61.2,5,2,2
 58.6,2,1,2
 62.0,4,2,2
 57.0,0,4,0
 62.4,3,1,2
 56.2,0,1,0
 60.6,4,5,2
 56.9,0,4,0
 58.0,3,4,0
 61.5,2,5,1
 62.7,0,1,1
 60.5,0,1,0
 62.6,2,2,1
 60.3,1,5,1
 56.7,0,1,0
 61.4,6,6,2
 66.1,1,7,1
 58.5,0,3,0
 61.0,4,10,2
 59.7,2,2,1
 60.1,2,3,0
 59.1,2,4,1
 60.1,1,1,0
 65.4,3,9,2
 60.5,1,6,1
 60.3,0,2,0
 66.8,5,10,2
 63.0,5,10,2
 60.6,3,9,2
 65.1,2,6,2
 62.0,2,2,1
 61.9,6,5,2
 61.0,3,1,1
 60.3,2,4,1
 61.0,2,5,1
 55.7,2,1,0
 64.8,2,7,1
 63.5,0,4,1
 63.2,4,4,1
 61.4,4,2,2
 65.0,2,10,2
 59.8,1,3,0
 59.5,0,2,0
 58.2,0,5,0
 58.1,0,3,0
 60.9,3,4,1
 63.1,3,5,1
 62.5,4,2,2
 63.9,4,8,1
 62.2,2,1,1
 58.9,0,3,0
 60.0,0,3,0
 58.1,0,2,0
 60.5,0,6,1
 57.1,2,5,0
 61.5,2,1,2
 58.5,1,7,1
 60.5,3,6,2
 63.0,0,3,1
 62.6,4,5,1
 59.9,3,9,2
 59.7,5,9,2
 55.6,3,2,0
 62.0,6,1,2
