SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 61.7,0,7,1
 59.4,3,10,2
 61.6,3,2,2
 55.1,0,1,0
 60.5,5,10,2
 67.0,5,6,2
 63.0,2,7,1
 58.7,2,3,0
 58.8,0,1,0
 64.1,4,1,2
 61.7,4,10,2
 57.1,0,2,0
 61.7,4,8,1
 58.6,1,8,1
 62.2,4,2,1
 64.0,4,10,2
 60.5,1,1,0
 62.4,4,8,1
 57.0,1,3,0
 63.6,1,7,1
 62.4,5,2,2
 60.7,0,3,1
 65.9,3,1,1
 59.4,0,4,0
 59.7,0,3,0
 62.3,0,2,0
 58.4,1,5,0
 62.2,4,9,2
 58.4,1,4,0
 65.6,0,5,1
 62.1,1,5,1
 58.3,7,5,2
 59.4,1,1,0
 62.7,0,6,1
 64.3,5,10,2
 58.3,0,5,0
 72.9,5,6,2
 65.2,4,2,2
 55.5,0,2,0
 67.1,4,10,2
 57.9,0,2,0
 64.2,3,3,1
 56.8,0,2,0
 62.0,6,1,2
 65.7,6,5,2
 64.3,2,2,1
 63.4,1,1,1
 56.4,0,2,0
 56.8,2,3,0
 63.3,1,7,1
 59.9,0,3,0
 59.9,6,2,2
 60.2,1,3,0
 63.2,0,1,1
 58.7,0,3,0
 59.5,0,1,0
 56.2,2,5,0
 62.7,4,1,2
 61.4,4,2,1
 62.7,0,4,1
 61.1,3,6,2
 61.5,0,2,1
 58.7,0,4,0
 62.1,2,3,1
 57.7,2,5,1
 57.3,3,1,0
 59.4,3,7,1
 68.6,6,9,2
 59.5,0,2,0
 60.8,5,5,2
 62.7,4,1,2
 59.6,4,5,1
 62.9,5,1,2
 56.1,0,2,0
 63.9,3,1,2
 61.1,0,8,1
 60.3,0,5,1
 62.5,2,6,1
 60.7,4,1,1
 56.5,1,4,0
 61.8,2,4,1
 58.5,0,4,0
 58.6,3,7,1
 66.5,2,7,1
 58.6,0,2,0
 57.8,0,3,0
 57.9,0,5,0
 56.6,0,3,0
 57.3,0,4,0
 57.1,1,2,0
 62.3,4,9,2
 65.3,5,6,2
 60.3,0,3,1
 63.0,3,7,1
 61.7,1,4,1
 58.7,0,3,0
